STT,0,1,clusters,SMILES,pIC50,Molecule
273,18.827776,16.354483,0,CC1=CN=CN1CCCNC(N(CC2=CC=C(N)N=C2)C3=CC=C(OC)C(OC)=C3)=O,7.628932138,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA0A0>
274,12.910043,1.7615733,0,O=C(NCCCN1C(C)=CN=C1)C2(CCCC2)C3=CC=C(OCCCCC4=CC(N)=NC=C4)C(OC)=C3,7.623423043,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA110>
275,7.7289057,6.6130996,0,O=C(NCCCC1=CC(N=CN2)=C2C=C1)C(C)(C)C3=CC=C(OCCCCC4=CC=NC(N)=C4)C(OC)=C3,7.619788758,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA180>
276,13.945821,-0.8399604,0,O=C(NCCCN1C(C)=CN=C1)C2(CC2)C3=CC=C(OC)C(OC)=C3,7.614393726,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA1F0>
279,22.459541,15.695837,0,COC1=CC=C(N(CCN2CCOCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.602059991,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA340>
280,25.653854,9.309175,0,COC1=CC=C(N(C2CC2)C(NCCCN3C=NC=C3C)=S)C=C1OC,7.591760035,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA3B0>
282,9.11709,7.3774505,0,O=C(NCCCC1=CC(N=CN2)=C2C=C1)N(CC)C3=CC=C(OCCCCC4=CC=NC(N)=C4)C(OC)=C3,7.585026652,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA490>
284,23.288311,5.7217793,0,COC1=CC=C(N(C2CCC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.576754126,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA570>
286,21.136269,14.315783,0,COC1=CC=C(N(CC)C(NCCCN2C=NC=C2C)=O)C=C1OC,7.568636236,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA650>
287,7.928847,5.9407334,0,O=C(NCCCC1=CC(N=CN2)=C2C=C1)NC3=CC=C(OCCCCC4=CC=NC(N)=C4)C(OC)=C3,7.567030709,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA6C0>
290,18.530186,16.319359,0,COC1=C(OC)C=CC(N(C(NCCCN2C=NC=C2C)=O)CC3=CC=C(F)N=C3)=C1,7.514278574,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA810>
292,18.73231,16.478241,0,O=C(N(CC1=CC=C(Cl)N=C1)C2=CC(OC)=C(OC)C=C2)NCCCN3C=NC=C3C,7.488116639,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA8F0>
293,19.917196,6.3150005,0,O=C(NCCCN1C(C)=CN=C1)N(C2CCN(C)CC2)C3=CC=C(OCCN4CCOCC4)C(OC)=C3,7.48148606,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA960>
294,16.1486,14.681024,0,O=C(NCCCN1C=NC=C1C)N(CC2=CN=CC=C2)C3=CC=C(OCCCN(C)C)C(OC)=C3,7.467245621,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DA9D0>
297,8.615456,6.9549255,0,O=C(NCCCC1=CC(N=CN2)=C2C=C1)N(C)C3=CC=C(OCCCCC4=CC=NC(N)=C4)C(OC)=C3,7.447331784,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAB20>
298,21.569809,17.389147,0,COC1=CC=C(N(CCC2=CC=NC(N)=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.432973634,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAB90>
299,13.895586,-0.77505827,0,O=C(NCCCN1C(C)=CN=C1)C2(CCC2)C3=CC=C(OC)C(OC)=C3,7.43062609,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAC00>
300,23.669884,5.740203,0,COC1=CC=C(N(C2CC2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.41453927,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAC70>
303,29.369083,9.873582,0,O=C(NCCCN1C(C)=CN=C1)C(CC2=CC=CC=C2)C3=CC=C(OC)C(OC)=C3,7.408935393,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DADC0>
305,6.8041964,-7.617577,0,O=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCN(C)C)C(OC)=C2,7.401209493,<rdkit.Chem.rdchem.Mol object at 0x000002B5022DAEA0>
403,8.421624,5.4000015,0,O=C(NCCCC1=CC(N=CN2)=C2C=C1)C3(CC3)C4=CC=C(OCCCCC5=CC=NC(N)=C5)C(OC)=C4,7.374687549,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91AF0>
411,23.595877,4.883426,0,CC1=CN=CN1CCCNC(N(C2CCN(C(C)=O)CC2)C3=CC=C(OC)C(OC)=C3)=O,7.268411235,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91770>
415,22.250301,12.352145,0,CC1=CN=CN1CCCNC(N(C2=NC=CO2)C3=CC=C(OC)C(OC)=C3)=O,7.15739076,<rdkit.Chem.rdchem.Mol object at 0x000002B570D915B0>
418,15.550684,1.7115215,0,O=C(NCCCN1C(C)=CN=C1)C(C)(C)C2=CC=C(OC)C(OC)=C2,7.111820506,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91460>
419,13.870509,-0.7824633,0,O=C(NCCCN1C(C)=CN=C1)C2(CCCCC2)C3=CC=C(OC)C(OC)=C3,7.110698297,<rdkit.Chem.rdchem.Mol object at 0x000002B570D913F0>
420,23.088388,11.2279625,0,COC1=CC=C(N(C)C(NCCCN2C=NC=C2C)=O)C=C1OC,7.104025268,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91380>
421,24.065771,5.170604,0,CC1=CN=CN1CCCNC(N(C2CCN(CC)CC2)C3=CC(OC)=C(OC)C=C3)=O,7.091514981,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91310>
422,29.37198,9.875014,0,O=C(NCCCN1C(C)=CN=C1)C(CC2=CN=CC=C2)C3=CC=C(OC)C(OC)=C3,7.088309841,<rdkit.Chem.rdchem.Mol object at 0x000002B570D912A0>
424,17.776463,-6.953045,0,CC1=CN=CN1CCCN2C(C(C=CC=C3)=C3NC2=S)=O,7.034798299,<rdkit.Chem.rdchem.Mol object at 0x000002B570D911C0>
425,21.837103,12.106362,0,COC1=CC=C(N(C2=CC=CC=C2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.031517051,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91150>
426,17.767038,-6.9741316,0,CC1=CN=CN1CCCN2C(C(C=C(CC3=CC=CC=C3)S4)=C4NC2=S)=O,7.016824928,<rdkit.Chem.rdchem.Mol object at 0x000002B570D910E0>
427,22.116495,12.332874,0,COC1=CC=C(N(C2=NC=CS2)C(NCCCN3C=NC=C3C)=O)C=C1OC,7.005243055,<rdkit.Chem.rdchem.Mol object at 0x000002B570D91070>
4,2.3541574,-13.968628,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCNCC3)C(OC)=C2,9.15490196,<rdkit.Chem.rdchem.Mol object at 0x000002B570D77D80>
18,11.433069,-12.8164215,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCC3=CC(NCCN)=NC=C3)C(OC)=C2,8.744727495,<rdkit.Chem.rdchem.Mol object at 0x000002B570D77760>
31,0.09761947,-13.61018,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(CCOCCN)CC3)C(OC)=C2,8.443697499,<rdkit.Chem.rdchem.Mol object at 0x000002B570D771B0>
34,5.6265945,-16.180513,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCN(C)C)C=C2)=S,8.431798276,<rdkit.Chem.rdchem.Mol object at 0x000002B570D77060>
35,0.8173716,-16.237068,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCN3CCN(CCN)CC3)C(OC)=C2,8.420216403,<rdkit.Chem.rdchem.Mol object at 0x000002B570D76FF0>
101,10.745711,-14.275525,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCC3=CC(N)=NC=C3)C(OC)=C2,8.37675071,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75310>
105,10.747249,-14.278608,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCC3=CC=NC(N)=C3)C=C2)=S,8.346787486,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75150>
106,2.2591434,-23.834713,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(NC3CCN(CCN)CC3)=O)C(OC)=C2,8.346787486,<rdkit.Chem.rdchem.Mol object at 0x000002B570D750E0>
108,6.834284,-23.299091,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCC3CCN(C)CC3,8.337242168,<rdkit.Chem.rdchem.Mol object at 0x000002B570D75000>
112,1.5655693,-18.148478,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCN3CCNCC3)C=C2)=S,8.318758763,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74E40>
113,0.31079167,-17.712036,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCN3CCN(CCO)CC3)C(OC)=C2,8.318758763,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74DD0>
117,5.9175315,-17.204166,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCN)C=C2)=S,8.27572413,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74C10>
119,10.582784,-16.016418,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCC3=CC=NC(N)=C3,8.259637311,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74B30>
120,3.673544,-22.254988,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCC(NC3CCNCC3)=O)C(OC)=C2,8.259637311,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74AC0>
123,8.715818,-19.078026,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCCNC3=NC=CC=N3,8.244125144,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74120>
124,3.631926,-14.416644,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCNCC3C)C(OC)=C2,8.236572006,<rdkit.Chem.rdchem.Mol object at 0x000002B570D744A0>
126,-1.9507982,-21.408356,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC3=CC=C(C4CCNCC4)C=C3)C(OC)=C2,8.207608311,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74660>
128,1.6289287,-28.288486,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(/C=C/C(N3CCN(CCN)CC3)=O)C=C2,8.193820026,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74200>
131,6.51569,-17.875246,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCNC)C=C2)=S,8.161150909,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74890>
133,2.7550523,-20.2461,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCC(N3CCNCC3)=O)C(OC)=C2,8.15490196,<rdkit.Chem.rdchem.Mol object at 0x000002B570D740B0>
134,7.4118576,-21.979403,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCC3CCNCC3,8.142667504,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74270>
135,1.4393308,-13.166008,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCN3CCN(C)CC3,8.13667714,<rdkit.Chem.rdchem.Mol object at 0x000002B570D743C0>
136,9.805532,-23.01167,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCC3CCNCC3)=C2,8.13667714,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74820>
138,0.80578756,-13.451731,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(CCO)CC3)C(OC)=C2,8.13076828,<rdkit.Chem.rdchem.Mol object at 0x000002B570D745F0>
139,0.8205208,-13.575264,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(CCN)CC3)C(OC)=C2,8.124938737,<rdkit.Chem.rdchem.Mol object at 0x000002B570D74900>
143,8.823916,-16.147535,1,COC1=C(OCCC2=CC=C(N)C=C2)C=CC(NC(NCCCN3C=NC=C3C)=S)=C1,8.113509275,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2F80>
144,2.6968865,-20.29291,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCC(N3CCNCC3)=O)C(OC)=C2,8.113509275,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2F10>
145,7.391034,-21.719885,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCCC3CCNCC3,8.107905397,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2EA0>
146,0.8216808,-21.340248,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(N3CCN(CCN)CC3)=O)C(OC)=C2,8.107905397,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2E30>
147,12.337927,-20.966429,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCN)=C2,8.102372909,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2DC0>
148,9.999776,-22.206718,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCCC3CCNCC3)=C2,8.102372909,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2D50>
149,3.2461166,-26.542103,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(NC3CCN(CCN)CC3)=O)C=C2,8.102372909,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2CE0>
151,0.76086366,-17.96295,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCN3CCN(C)CC3)C=C2)=S,8.086186148,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2C00>
153,8.876986,-14.474487,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCC3=CC=C(N)C=C3)C=C2)=S,8.080921908,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2B20>
154,-3.9573834,-19.539364,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC3=CC=C(N4CCNCC4)C=C3)C(OC)=C2,8.070581074,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2AB0>
155,0.31735632,-17.73068,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCN3CCN(CCN)CC3)C(OC)=C2,8.065501549,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2A40>
158,11.419452,-12.808224,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCC3=CC(NCCO)=NC=C3)C(OC)=C2,8.060480747,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA28F0>
160,11.922338,-20.804092,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCCN)=C2,8.055517328,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2810>
161,9.878949,-22.394829,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCC3CCNCC3)=C2,8.055517328,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA27A0>
165,8.028563,-15.290574,1,S=C(NC1=CC(OC)=C(OCCCC2=CC=C(N)C=C2)C=C1)NCCCN3C(C)=CN=C3,8.045757491,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA25E0>
166,6.532948,-23.856785,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCC3CCN(CCO)CC3)C(OC)=C2,8.045757491,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2570>
167,12.089293,-21.092915,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCN)=C2,8.045757491,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2500>
169,9.144645,-14.104586,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCC3=CC=NC=C3)C=C2)=S,8.040958608,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2420>
170,1.5077474,-17.89426,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCN3CCOCC3)C=C2)=S,8.036212173,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA23B0>
173,-4.1778812,-20.158318,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC3=CC=C(C4=CCNCC4)C=C3)C(OC)=C2,8.026872146,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2260>
175,3.1688075,-13.489772,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CC(C)NC(C)C3)C(OC)=C2,8.004364805,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2180>
176,-3.6021287,-20.289717,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC3=CC=C(C4CCNCC4)C=C3)C(OC)=C2,8.004364805,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2110>
178,2.7340057,-23.318275,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(NC3CCNCC3)=O)C(OC)=C2,7.987162775,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA2030>
179,6.5272703,-23.859636,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCC3CCN(CCN)CC3)C(OC)=C2,7.974694135,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1FC0>
180,10.741213,-15.389228,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCC3=CC(N)=NC=C3,7.970616222,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1F50>
182,5.5794406,-7.6921544,1,O=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(C)CC3)C(OC)=C2,7.962573502,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1E70>
185,1.7147894,-27.259567,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(/C=C/C(NC3CCN(CCN)CC3)=O)C=C2,7.950781977,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1D20>
186,2.14333,-16.704754,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCN3CCNCC3)C=C2)=S,7.943095149,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1CB0>
187,4.0863547,-27.38143,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(N3CCNCC3)=O)C=C2,7.943095149,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1C40>
188,-1.8941299,-21.398201,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC3=CC=C(N4CCNCC4)C=C3)C(OC)=C2,7.93930216,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1BD0>
189,1.4186802,-16.325638,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCN3CCN(C)CC3)C=C2)=S,7.931814138,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1B60>
191,1.4411647,-11.715684,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(C4=NC=CC=N4)CC3)C(OC)=C2,7.920818754,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1A80>
192,-4.04735,-18.916712,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC3=CC=C(N4CCN(CCN)CC4)C=C3)C(OC)=C2,7.920818754,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1A10>
193,6.670499,-21.61607,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCCC3CCN(C)CC3,7.910094889,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA19A0>
195,1.2014331,-18.154917,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCN3CCCCC3)C=C2)=S,7.903089987,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA18C0>
196,2.0296185,-13.629195,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCN3CCOCC3,7.903089987,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1850>
200,-0.065026134,-12.50286,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCN(CC4=CC=CC=C4)CC3)C(OC)=C2,7.896196279,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1690>
202,3.6397033,-26.66889,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(NC3CCNCC3)=O)C=C2,7.88941029,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA15B0>
204,5.291105,-16.447618,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCN(C)C,7.886056648,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA14D0>
205,5.599384,-7.667066,1,O=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCN3CCNCC3)C(OC)=C2,7.879426069,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1460>
208,1.9330777,-16.160091,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCN3CCCCC3)C=C2)=S,7.872895202,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1310>
209,10.793611,-13.164838,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCC3=CC(NC)=NC=C3)C(OC)=C2,7.872895202,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA12A0>
212,6.201365,-16.89664,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCCN,7.860120914,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1150>
213,7.321635,-22.844627,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCC3CCNCC3,7.860120914,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA10E0>
214,2.161723,-16.370672,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCN3CCOCC3)C=C2)=S,7.850780887,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA1070>
216,7.769436,-15.398725,1,COC1=CC(NC(NCCCN2C=NC=C2C)=S)=CC=C1OCCCC3=CC=NC=C3,7.841637508,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0F90>
218,1.4555233,-21.14851,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCC(N3CCNCC3)=O)C(OC)=C2,7.823908741,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0EB0>
219,11.776282,-22.469967,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCCN3CCNCC3)=C2,7.823908741,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0E40>
220,12.342839,-17.728237,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCC3=CC(N)=NC=C3)=C2,7.823908741,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0DD0>
222,7.866734,-7.007443,1,O=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OCCCCC3=CC(N)=NC=C3)C(OC)=C2,7.823908741,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0CF0>
224,10.506105,-20.053652,1,S=C(NCCCN1C(C)=CN=C1)NC2=CC=C(OC)C(OCCCCNC3=NC=CC=N3)=C2,7.818156412,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0C10>
225,9.066376,-13.073502,1,CC1=CN=CN1CCCNC(NC2=CC(OC)=C(OCCCCC3=CC(N)=NC(N)=C3)C=C2)=S,7.815308569,<rdkit.Chem.rdchem.Mol object at 0x000002B570DA0BA0>
